num_layers,mse_gd_mean,mse_gd_std,mse_lsa_mean,mse_lsa_std,mse_softmax_mean,mse_softmax_std,mse_linformer_mean,mse_linformer_std,mse_kernel_mean,mse_kernel_std,cosine_sim_lsa_mean,cosine_sim_lsa_std,cosine_sim_softmax_mean,cosine_sim_softmax_std,cosine_sim_linformer_mean,cosine_sim_linformer_std,cosine_sim_kernel_mean,cosine_sim_kernel_std
1,17.02579288482666,2.20760148326833,10.637188863754272,2.377961091663264,20.46767063140869,2.8428527486783706,20.975160598754883,2.653453450286089,20.966015625,2.640756829114901,0.8602433145046234,0.006755300580845493,0.10737578645348549,0.01844533184402672,-0.014521964499726892,0.013238793819313751,0.022216778388246892,0.023158600466637376
2,14.067709732055665,2.3617968806004526,7.766191720962524,0.9935807302141195,15.170524787902831,2.3697722530958605,21.009281349182128,2.9044155722646354,21.012346744537354,2.8380175033096777,0.8708812594413757,0.005801161871603562,0.6115707933902741,0.011894137070035194,0.002023778739385307,0.02223881008354986,0.025915156349583413,0.020803422837591647
4,9.480157947540283,1.5398847622028795,5.852778816223145,0.8577650324007905,10.714421653747559,1.7392350735871591,19.381511974334718,3.05252499517418,10.441317415237426,1.8975728501330258,0.8854076325893402,0.00465694123517643,0.7475367069244385,0.00948601470924434,-0.0003848794847726822,0.020664343418909624,0.7820786893367767,0.012076199640436863
8,6.403666067123413,1.125863081155866,6.302146291732788,0.9869399052166551,14.722104454040528,2.248812532025775,20.004094696044923,1.9287582828477956,19.48357763290405,2.0935542530431976,0.8930202305316925,0.0034458057252472096,0.6364570200443268,0.011801573562212902,0.017064374312758444,0.028842563124654764,0.19034913033246995,0.01380599488622281
16,3.3154197454452516,0.5212689973079302,5.376510715484619,0.8589286854989239,10.040441513061523,2.195046088382563,21.240927124023436,3.274268060860922,13.265135383605957,2.465012222194291,0.9059644401073456,0.004236143634377226,0.7744490683078766,0.006326971636071334,-0.001742861676029861,0.022610212461294733,0.6989970445632935,0.011963237209483887
32,1.4738368034362792,0.20172586622854088,5.719769239425659,0.7882527400522529,15.912663650512695,1.8303810256469428,20.29353723526001,2.3456170743310603,19.537544631958006,2.5360480154944045,0.8943936169147492,0.004659630051925525,0.5224060863256454,0.02790979483758694,-0.015598606131970883,0.02011967561254592,0.2665152132511139,0.016241918203082434
