num_layers,mse_gd_mean,mse_gd_std,mse_lsa_mean,mse_lsa_std,mse_softmax_mean,mse_softmax_std,mse_kernel_mean,mse_kernel_std,cosine_sim_lsa_mean,cosine_sim_lsa_std,cosine_sim_softmax_mean,cosine_sim_softmax_std,cosine_sim_kernel_mean,cosine_sim_kernel_std,mse_lowrank_block2_k0.5_mean,mse_lowrank_block2_k0.5_std,cosine_sim_lowrank_block2_k0.5_mean,cosine_sim_lowrank_block2_k0.5_std,mse_lowrank_block2_k0.75_mean,mse_lowrank_block2_k0.75_std,cosine_sim_lowrank_block2_k0.75_mean,cosine_sim_lowrank_block2_k0.75_std,mse_lowrank_block2_k1_mean,mse_lowrank_block2_k1_std,cosine_sim_lowrank_block2_k1_mean,cosine_sim_lowrank_block2_k1_std
1,16.990858840942384,2.8408895081553687,10.463884639739991,1.418300749946247,20.724560832977296,3.4718793446623915,20.87835111618042,3.527490061102552,0.863434660434723,0.00490615078423913,0.1330023042857647,0.0221765749946703,-0.012880022427998484,0.01599253835043634,20.879109191894532,3.5227798690209173,0.0009485319256782532,0.01912055996069961,20.859334564208986,3.4516487328544017,-0.006108023691922426,0.030230398149406933,19.166262912750245,3.0844732249786726,0.35834107995033265,0.016986704098804886
2,13.94983263015747,2.019213067810717,7.706126546859741,1.0612575437895742,19.960230541229247,2.648296198948587,20.56446704864502,2.7507158887698138,0.9186374187469483,0.00492316642172619,0.19194347858428956,0.028669018936470447,-0.0013004192907828838,0.018998402113367202,20.558454704284667,2.7430109777595852,0.004493776219896972,0.01720848540327165,15.149074459075928,1.9740257762813311,0.62492356300354,0.014866982360893356,20.577438640594483,2.768452885614745,-0.005536341771949083,0.010175905703940901
4,9.915890407562255,1.1634061765166421,6.149082183837891,0.8720497277708193,12.684916877746582,1.62043203503121,19.796956729888915,2.636664468983529,0.8793459057807922,0.00657148301756675,0.7200381457805634,0.00847867320298188,-0.005515523219946772,0.01906754524598262,19.81572790145874,2.695220776751065,0.016356228827498855,0.014278338621812322,15.28866081237793,2.795222026115064,0.5312738537788391,0.013974247639063467,14.576768398284912,2.2367859048020184,0.6413389444351196,0.009466222286951567
8,6.224638366699219,0.841698946860077,6.155454015731811,0.9685905761771335,18.454939460754396,2.561934245145578,21.32118091583252,2.8431923364683835,0.8973784685134888,0.004555175088003731,0.37654352784156797,0.01768429502056378,0.002139853680273518,0.01901038236653646,10.549182796478272,1.5904543072033404,0.807227224111557,0.006203078115590234,20.968189811706544,2.7505698644655614,0.16959355324506759,0.01877031540382793,17.555192089080812,1.9255875297611267,0.44128611981868743,0.02536666669544189
